"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"14/05/2021","20,370.4","20,617.3","20,617.3","20,277.8","35.08M","0.15%"
"13/05/2021","20,339.5","20,246.9","20,864.2","20,246.9","43.57M","-0.75%"
"12/05/2021","20,493.8","20,092.6","20,493.8","20,030.9","34.19M","1.53%"
"11/05/2021","20,185.2","20,493.8","20,617.3","20,185.2","33.02M","-1.51%"
"10/05/2021","20,493.8","19,506.2","20,648.1","19,475.3","58.95M","5.06%"
"07/05/2021","19,506.2","19,321.0","19,567.9","19,259.3","40.12M","0.00%"
"06/05/2021","19,506.2","19,567.9","19,814.8","19,351.9","30.64M","-0.32%"
"05/05/2021","19,567.9","19,475.3","20,000.0","19,444.4","41.92M","1.44%"
"04/05/2021","19,290.1","18,271.6","19,351.9","18,271.6","39.52M","2.97%"
"29/04/2021","18,734.6","18,827.2","19,104.9","18,734.6","30.68M","0.33%"
"28/04/2021","18,672.8","18,271.6","19,012.3","18,271.6","28.17M","2.20%"
"27/04/2021","18,271.6","18,271.6","18,487.7","18,024.7","16.29M","0.00%"
"26/04/2021","18,271.6","18,703.7","18,703.7","18,209.9","23.09M","-2.31%"
"23/04/2021","18,703.7","18,024.7","18,703.7","17,963.0","27.07M","3.77%"
"22/04/2021","18,024.7","18,765.4","18,827.2","18,024.7","21.44M","-4.26%"
"20/04/2021","18,827.2","18,950.6","19,135.8","18,580.2","20.97M","0.00%"
"19/04/2021","18,827.2","18,796.3","19,012.3","18,487.7","22.67M","0.99%"
"16/04/2021","18,642.0","18,765.4","18,919.8","18,395.1","28.69M","-1.31%"
"15/04/2021","18,888.9","19,290.1","19,290.1","18,858.0","30.62M","-2.08%"
"14/04/2021","19,290.1","19,012.3","19,351.9","18,888.9","24.46M","0.48%"
"13/04/2021","19,197.5","19,629.6","19,629.6","19,074.1","36.54M","-1.74%"
"12/04/2021","19,537.0","19,506.2","19,598.8","19,351.9","26.93M","0.96%"
"09/04/2021","19,351.9","19,197.5","19,413.6","19,043.2","27.39M","0.48%"
"08/04/2021","19,259.3","19,629.6","19,629.6","19,135.8","36.24M","-1.89%"
"07/04/2021","19,629.6","19,444.4","19,783.9","19,413.6","38.27M","1.27%"
"06/04/2021","19,382.7","18,950.6","19,413.6","18,827.2","53.84M","3.29%"
"05/04/2021","18,765.4","18,672.8","18,765.4","18,395.1","42.29M","2.70%"
"02/04/2021","18,271.6","18,271.6","18,333.3","18,055.6","28.98M","1.37%"
"01/04/2021","18,024.7","17,438.3","18,024.7","17,407.4","31.73M","3.73%"
"31/03/2021","17,376.5","17,500.0","17,623.5","17,345.7","17.03M","-0.53%"
"30/03/2021","17,469.1","17,438.3","17,716.0","17,253.1","21.36M","0.18%"
"29/03/2021","17,438.3","17,067.9","17,469.1","16,975.3","27.35M","2.73%"
"26/03/2021","16,975.3","16,851.9","17,129.6","16,512.3","23.18M","-0.18%"
"25/03/2021","17,006.2","17,098.8","17,283.9","16,975.3","21.38M","-0.18%"
"24/03/2021","17,037.0","17,283.9","17,376.5","16,913.6","26.04M","-2.65%"
"23/03/2021","17,500.0","17,685.2","17,716.0","17,438.3","24.47M","-1.05%"
"22/03/2021","17,685.2","18,024.7","18,055.6","17,592.6","25.32M","-1.88%"
"19/03/2021","18,024.7","17,901.2","18,117.3","17,901.2","16.07M","0.00%"
"18/03/2021","18,024.7","18,086.4","18,117.3","17,901.2","21.14M","0.69%"
"17/03/2021","17,901.2","17,685.2","17,901.2","17,685.2","22.98M","1.22%"
"16/03/2021","17,685.2","17,963.0","17,993.8","17,500.0","20.65M","-0.86%"
"15/03/2021","17,839.5","17,530.9","17,839.5","17,407.4","37.70M","2.30%"
"12/03/2021","17,438.3","17,530.9","17,561.7","17,376.5","26.47M","0.00%"
"11/03/2021","17,438.3","17,438.3","17,592.6","17,345.7","26.66M","1.07%"
"10/03/2021","17,253.1","16,913.6","17,345.7","16,728.4","34.98M","2.38%"
"09/03/2021","16,851.9","16,790.1","17,006.2","16,666.7","19.73M","-1.09%"
"08/03/2021","17,037.0","17,098.8","17,191.4","16,821.0","23.99M","0.91%"
"05/03/2021","16,882.7","16,728.4","16,975.3","16,543.2","30.84M","0.74%"
"04/03/2021","16,759.3","17,283.9","17,407.4","16,604.9","37.51M","-3.04%"
"03/03/2021","17,283.9","17,283.9","17,530.9","17,222.2","26.68M","-0.36%"
"02/03/2021","17,345.7","17,685.2","17,716.0","17,283.9","22.69M","-0.88%"
"01/03/2021","17,500.0","17,314.8","17,561.7","17,222.2","35.75M","2.53%"
"26/02/2021","17,067.9","16,543.2","17,160.5","16,481.5","36.21M","1.28%"
"25/02/2021","16,851.9","16,851.9","16,944.4","16,574.1","28.98M","1.11%"
"24/02/2021","16,666.7","17,067.9","17,160.5","16,604.9","32.22M","-1.46%"
"23/02/2021","16,913.6","16,512.3","16,975.3","16,419.8","51.17M","2.62%"
"22/02/2021","16,481.5","16,574.1","16,759.3","16,234.6","32.06M","-0.56%"
"19/02/2021","16,574.1","15,987.7","16,913.6","15,925.9","48.61M","2.48%"
"18/02/2021","16,172.8","16,049.4","16,234.6","15,802.5","37.82M","1.55%"
"17/02/2021","15,925.9","15,524.7","15,925.9","15,432.1","29.92M","4.24%"
"09/02/2021","15,277.8","14,814.8","15,277.8","14,691.4","25.81M","3.56%"
"08/02/2021","14,753.1","15,308.6","15,555.6","14,722.2","36.07M","-3.43%"
"05/02/2021","15,277.8","14,938.3","15,308.6","14,845.7","19.25M","2.91%"
"04/02/2021","14,845.7","15,000.0","15,030.9","14,691.4","17.97M","-0.82%"
"03/02/2021","14,969.1","14,629.6","15,030.9","14,444.4","32.14M","3.85%"
"02/02/2021","14,413.6","13,950.6","14,444.4","13,549.4","23.32M","6.14%"
"01/02/2021","13,580.2","14,197.5","14,506.2","13,549.4","26.18M","-6.18%"
"29/01/2021","14,475.3","13,148.1","14,506.2","13,148.1","31.76M","4.92%"
"28/01/2021","13,796.3","13,888.9","14,197.5","13,796.3","32.99M","-6.87%"
"27/01/2021","14,814.8","15,308.6","15,586.4","14,722.2","36.93M","-6.25%"
"26/01/2021","15,802.5","15,524.7","15,802.5","14,660.5","32.07M","1.59%"
"25/01/2021","15,555.6","15,679.0","15,925.9","15,524.7","17.70M","-1.56%"
"22/01/2021","15,802.5","15,864.2","16,018.5","15,617.3","20.09M","-0.77%"
"21/01/2021","15,925.9","15,432.1","15,925.9","15,061.7","23.84M","5.74%"
"20/01/2021","15,061.7","15,061.7","15,277.8","14,135.8","37.58M","0.00%"
"19/01/2021","15,061.7","16,172.8","16,172.8","15,061.7","35.94M","-6.87%"
"18/01/2021","16,172.8","16,512.3","16,574.1","16,172.8","22.42M","-2.06%"
"15/01/2021","16,512.3","16,604.9","16,790.1","16,388.9","32.27M","1.33%"
"14/01/2021","16,296.3","16,234.6","16,296.3","15,956.8","32.62M","1.54%"
"13/01/2021","16,049.4","16,142.0","16,419.8","15,987.7","30.21M","-0.57%"
"12/01/2021","16,142.0","16,265.4","16,358.0","15,864.2","26.81M","-0.76%"
"11/01/2021","16,265.4","16,666.7","16,790.1","16,172.8","37.88M","-0.94%"
"08/01/2021","16,419.8","16,172.8","16,882.7","16,049.4","41.90M","2.70%"
"07/01/2021","15,987.7","15,740.7","16,018.5","15,586.4","30.65M","2.37%"
"06/01/2021","15,617.3","15,740.7","16,049.4","15,432.1","35.74M","1.53%"
"05/01/2021","15,382.6","14,771.0","15,382.6","14,648.6","55.66M","5.01%"
"04/01/2021","14,648.6","14,312.2","14,893.3","14,128.8","69.27M","4.13%"
"31/12/2020","14,067.6","14,098.2","14,128.8","14,037.0","22.95M","0.44%"
"30/12/2020","14,006.4","14,006.4","14,159.3","14,006.4","20.93M","-0.22%"
"29/12/2020","14,037.0","14,098.2","14,098.2","13,975.8","17.84M","-0.43%"
"28/12/2020","14,098.2","14,373.4","14,373.4","13,975.8","27.12M","-0.22%"
"25/12/2020","14,128.8","13,945.3","14,159.3","13,822.9","20.94M","1.32%"
"24/12/2020","13,945.3","14,098.2","14,159.3","13,517.1","26.18M","-0.44%"
"23/12/2020","14,006.4","14,251.1","14,281.7","14,006.4","22.62M","-1.29%"
"22/12/2020","14,189.9","14,312.2","14,495.7","14,067.6","37.29M","-0.22%"
"21/12/2020","14,220.5","14,251.1","14,495.7","14,098.2","44.02M","0.65%"
"18/12/2020","14,128.8","13,761.8","14,128.8","13,547.7","28.62M","4.53%"
"17/12/2020","13,517.1","13,517.1","13,639.5","13,333.6","27.34M","-0.67%"
"16/12/2020","13,608.9","13,241.9","13,700.6","13,150.1","31.89M","3.49%"
"15/12/2020","13,150.1","13,364.2","13,364.2","13,089.0","21.39M","-1.60%"
"14/12/2020","13,364.2","13,211.3","13,394.8","13,211.3","22.93M","1.63%"
"11/12/2020","13,150.1","12,936.1","13,150.1","12,752.6","14.12M","2.14%"
"10/12/2020","12,874.9","13,119.6","13,180.7","12,844.3","22.24M","-1.64%"
"09/12/2020","13,089.0","13,150.1","13,303.1","13,058.4","21.08M","0.23%"
"08/12/2020","13,058.4","12,783.2","13,180.7","12,722.0","26.82M","2.15%"
"07/12/2020","12,783.2","12,813.7","12,874.9","12,722.0","13.49M","-0.24%"
"04/12/2020","12,813.7","12,844.3","12,936.1","12,752.6","30.11M","-0.24%"
"03/12/2020","12,844.3","13,180.7","13,180.7","12,752.6","36.70M","-1.64%"
"02/12/2020","13,058.4","12,783.2","13,089.0","12,752.6","29.55M","2.40%"
"01/12/2020","12,752.6","12,263.3","12,752.6","12,263.3","33.39M","2.46%"
"30/11/2020","12,446.8","12,477.3","12,599.7","12,355.0","30.26M","1.75%"
"27/11/2020","12,232.7","11,926.9","12,232.7","11,865.7","26.12M","2.56%"
"26/11/2020","11,926.9","11,774.0","11,926.9","11,743.4","20.31M","0.26%"
"25/11/2020","11,896.3","11,988.0","11,988.0","11,804.5","10.66M","0.52%"
"24/11/2020","11,835.1","11,865.7","11,926.9","11,743.4","14.00M","0.78%"
"23/11/2020","11,743.4","11,804.5","11,865.7","11,651.6","14.74M","-0.52%"
"20/11/2020","11,804.5","11,896.3","11,926.9","11,774.0","11.64M","-1.03%"
"19/11/2020","11,926.9","12,079.8","12,110.4","11,865.7","21.92M","-0.76%"
"18/11/2020","12,018.6","12,018.6","12,232.7","11,896.3","18.49M","0.51%"
"17/11/2020","11,957.5","11,712.8","11,957.5","11,682.2","16.26M","2.63%"
"16/11/2020","11,651.6","11,926.9","11,988.0","11,621.1","32.81M","-1.30%"
"13/11/2020","11,804.5","11,498.7","11,804.5","11,498.7","26.34M","3.21%"
"12/11/2020","11,437.6","11,192.9","11,437.6","11,162.3","17.24M","2.47%"
"11/11/2020","11,162.3","11,131.7","11,223.5","11,040.0","15.29M","0.83%"
"10/11/2020","11,070.6","11,254.1","11,315.2","11,070.6","11.08M","-0.82%"
"09/11/2020","11,162.3","11,070.6","11,192.9","11,040.0","6.07M","1.39%"
"06/11/2020","11,009.4","11,192.9","11,254.1","10,978.8","6.53M","-1.64%"
"05/11/2020","11,192.9","11,315.2","11,345.8","11,131.7","11.10M","-0.81%"
"04/11/2020","11,284.7","11,376.4","11,376.4","11,131.7","7.66M","1.10%"
"03/11/2020","11,162.3","11,070.6","11,223.5","11,009.4","5.87M","1.39%"
"02/11/2020","11,009.4","10,978.8","11,009.4","10,887.1","6.04M","1.12%"
"30/10/2020","10,887.1","10,948.3","10,978.8","10,764.8","9.38M","0.00%"
"29/10/2020","10,887.1","10,703.6","10,948.3","10,703.6","10.20M","1.42%"
"28/10/2020","10,734.2","10,856.5","10,978.8","10,703.6","11.18M","-1.96%"
"27/10/2020","10,948.3","11,254.1","11,254.1","10,948.3","15.59M","-2.72%"
"26/10/2020","11,254.1","11,498.7","11,529.3","11,254.1","14.51M","-2.39%"
"23/10/2020","11,529.3","11,621.1","11,621.1","11,407.0","10.80M","0.27%"
"22/10/2020","11,498.7","11,407.0","11,498.7","11,254.1","11.86M","1.35%"
"21/10/2020","11,345.8","11,559.9","11,651.6","11,345.8","15.53M","-0.80%"
"20/10/2020","11,437.6","11,192.9","11,468.1","11,162.3","17.22M","2.47%"
"19/10/2020","11,162.3","11,009.4","11,223.5","11,009.4","17.31M","2.24%"
"16/10/2020","10,917.7","10,856.5","10,948.3","10,825.9","14.96M","1.42%"
"15/10/2020","10,764.8","10,825.9","10,825.9","10,734.2","6.97M","-0.28%"
"14/10/2020","10,795.3","10,642.4","10,856.5","10,642.4","8.05M","0.86%"
"13/10/2020","10,703.6","10,764.8","10,764.8","10,611.9","6.63M","-0.29%"
"12/10/2020","10,734.2","10,795.3","10,856.5","10,673.0","7.89M","0.00%"
"09/10/2020","10,734.2","10,795.3","10,825.9","10,734.2","6.33M","-0.57%"
"08/10/2020","10,795.3","10,948.3","10,948.3","10,764.8","11.24M","0.28%"
"07/10/2020","10,764.8","10,856.5","10,887.1","10,764.8","11.85M","-1.40%"
"06/10/2020","10,917.7","10,978.8","10,978.8","10,825.9","11.63M","0.85%"
"05/10/2020","10,825.9","10,703.6","10,887.1","10,703.6","17.58M","2.54%"
"02/10/2020","10,557.3","10,583.9","10,637.1","10,451.0","20.47M","0.00%"
"01/10/2020","10,557.3","10,583.9","10,637.1","10,477.6","14.98M","0.51%"
"30/09/2020","10,504.2","10,451.0","10,530.7","10,397.8","8.97M","0.51%"
"29/09/2020","10,451.0","10,637.1","10,663.7","10,451.0","15.00M","-1.75%"
"28/09/2020","10,637.1","10,504.2","10,690.3","10,451.0","16.29M","2.04%"
"25/09/2020","10,424.4","10,477.6","10,504.2","10,291.4","12.23M","0.00%"
"24/09/2020","10,424.4","10,291.4","10,451.0","10,211.6","23.23M","2.08%"
"23/09/2020","10,211.6","10,264.8","10,318.0","10,158.4","12.72M","0.00%"
"22/09/2020","10,211.6","10,131.9","10,238.2","10,105.3","18.75M","0.79%"
"21/09/2020","10,131.9","10,105.3","10,238.2","10,025.5","20.34M","1.60%"
"18/09/2020","9,972.3","9,679.8","9,998.9","9,653.2","22.16M","3.59%"
"17/09/2020","9,626.6","9,600.0","9,812.7","9,600.0","13.93M","0.00%"
"16/09/2020","9,626.6","9,600.0","9,653.2","9,573.4","4.91M","0.00%"
"15/09/2020","9,626.6","9,653.2","9,706.4","9,600.0","6.95M","-0.28%"
"14/09/2020","9,653.2","9,573.4","9,706.4","9,546.8","8.61M","1.68%"
"11/09/2020","9,493.6","9,467.0","9,520.2","9,387.3","4.19M","0.28%"
"10/09/2020","9,467.0","9,520.2","9,573.4","9,467.0","5.88M","0.28%"
"09/09/2020","9,440.4","9,360.7","9,467.0","9,360.7","6.99M","-0.28%"
"08/09/2020","9,467.0","9,467.0","9,493.6","9,334.1","6.54M","0.56%"
"07/09/2020","9,413.9","9,653.2","9,653.2","9,413.9","14.39M","-1.94%"
"04/09/2020","9,600.0","9,493.6","9,626.6","9,493.6","9.52M","-0.82%"
"03/09/2020","9,679.8","9,679.8","9,759.6","9,626.6","9.31M","0.55%"
"01/09/2020","9,626.6","9,600.0","9,626.6","9,520.2","9.52M","0.84%"
"31/08/2020","9,546.8","9,573.4","9,679.8","9,520.2","7.36M","0.28%"
"28/08/2020","9,520.2","9,573.4","9,653.2","9,520.2","11.36M","0.00%"
"27/08/2020","9,520.2","9,520.2","9,573.4","9,440.4","6.76M","0.00%"
"26/08/2020","9,520.2","9,573.4","9,653.2","9,520.2","9.84M","-0.83%"
"25/08/2020","9,600.0","9,520.2","9,733.0","9,493.6","23.22M","1.40%"
"24/08/2020","9,467.0","9,254.3","9,493.6","9,254.3","15.69M","2.89%"
"21/08/2020","9,201.1","9,068.1","9,201.1","9,041.6","9.66M","1.47%"
"20/08/2020","9,068.1","9,068.1","9,121.3","9,015.0","7.89M","0.00%"
"19/08/2020","9,068.1","9,041.6","9,068.1","8,988.4","7.33M","0.29%"
"18/08/2020","9,041.6","9,094.7","9,121.3","8,988.4","5.10M","-0.58%"
"17/08/2020","9,094.7","9,121.3","9,147.9","8,961.8","7.25M","-0.29%"
"14/08/2020","9,121.3","8,988.4","9,147.9","8,961.8","10.69M","1.18%"
"13/08/2020","9,015.0","9,015.0","9,041.6","8,935.2","5.13M","0.59%"
"12/08/2020","8,961.8","8,775.6","8,988.4","8,775.6","10.52M","2.12%"
"11/08/2020","8,775.6","8,802.2","8,828.8","8,722.4","6.17M","0.30%"
"10/08/2020","8,749.0","8,775.6","8,802.2","8,695.8","6.95M","0.92%"
"07/08/2020","8,669.3","8,695.8","8,749.0","8,669.3","3.84M","-0.30%"
"06/08/2020","8,695.8","8,775.6","8,802.2","8,695.8","5.74M","-1.21%"
"05/08/2020","8,802.2","8,722.4","8,802.2","8,616.1","5.53M","0.91%"
"04/08/2020","8,722.4","8,669.3","8,775.6","8,616.1","4.81M","1.23%"
"03/08/2020","8,616.1","8,350.1","8,616.1","8,350.1","7.89M","2.86%"
"31/07/2020","8,376.7","8,350.1","8,456.5","8,243.8","5.31M","-0.63%"
"30/07/2020","8,429.9","8,403.3","8,456.5","8,350.1","5.15M","1.28%"
"29/07/2020","8,323.5","8,456.5","8,456.5","8,164.0","9.20M","-3.99%"
"28/07/2020","8,669.3","8,456.5","8,695.8","8,243.8","12.18M","6.19%"
"27/07/2020","8,164.0","8,456.5","8,562.9","8,164.0","18.78M","-6.97%"
"24/07/2020","8,775.6","9,041.6","9,041.6","8,722.4","15.58M","-3.23%"
"23/07/2020","9,068.1","9,121.3","9,147.9","9,015.0","6.03M","-0.58%"
"22/07/2020","9,121.3","9,254.3","9,254.3","9,121.3","5.12M","-0.87%"
"21/07/2020","9,201.1","9,201.1","9,201.1","9,121.3","5.77M","0.58%"
"20/07/2020","9,147.9","9,307.5","9,334.1","9,147.9","5.75M","-1.71%"
"17/07/2020","9,307.5","9,307.5","9,334.1","9,254.3","7.44M","0.00%"
"16/07/2020","9,307.5","9,307.5","9,307.5","9,201.1","7.11M","1.16%"
"15/07/2020","9,201.1","9,201.1","9,254.3","9,147.9","5.53M","0.87%"
"14/07/2020","9,121.3","9,121.3","9,147.9","9,041.6","6.68M","-0.29%"
"13/07/2020","9,147.9","9,174.5","9,254.3","9,121.3","4.37M","-0.29%"
"10/07/2020","9,174.5","9,254.3","9,254.3","9,147.9","4.05M","-1.15%"
"09/07/2020","9,280.9","9,174.5","9,307.5","9,147.9","7.10M","1.75%"
"08/07/2020","9,121.3","9,068.1","9,147.9","9,068.1","3.42M","0.29%"
"07/07/2020","9,094.7","9,121.3","9,147.9","9,041.6","6.70M","0.59%"
"06/07/2020","9,041.6","8,988.4","9,121.3","8,961.8","5.59M","0.89%"
"03/07/2020","8,961.8","8,988.4","9,015.0","8,935.2","2.33M","0.00%"
"02/07/2020","8,961.8","8,988.4","9,015.0","8,908.6","3.06M","-0.30%"
"01/07/2020","8,988.4","8,855.4","8,988.4","8,828.8","3.89M","1.81%"
"30/06/2020","8,828.8","9,041.6","9,094.7","8,802.2","6.39M","-1.48%"
"29/06/2020","8,961.8","9,147.9","9,201.1","8,908.6","11.21M","-2.88%"
"26/06/2020","9,227.7","9,280.9","9,307.5","9,174.5","3.76M","0.00%"
"25/06/2020","9,227.7","9,254.3","9,280.9","9,201.1","5.09M","-1.14%"
"24/06/2020","9,334.1","9,360.7","9,467.0","9,307.5","10.79M","0.29%"
"23/06/2020","9,307.5","9,307.5","9,387.3","9,280.9","6.92M","0.00%"
"22/06/2020","9,307.5","9,334.1","9,440.4","9,280.9","4.93M","0.00%"
"19/06/2020","9,307.5","9,254.3","9,307.5","9,201.1","5.85M","1.16%"
"18/06/2020","9,201.1","9,227.7","9,254.3","9,147.9","4.31M","0.00%"
"17/06/2020","9,201.1","9,254.3","9,307.5","9,174.5","4.06M","-0.57%"
"16/06/2020","9,254.3","9,174.5","9,307.5","9,121.3","11.05M","2.35%"
"15/06/2020","9,041.6","9,413.9","9,440.4","8,988.4","16.97M","-3.68%"
"12/06/2020","9,387.3","9,094.7","9,387.3","9,094.7","18.87M","0.86%"
"11/06/2020","9,307.5","9,945.7","10,025.5","9,307.5","18.53M","-5.91%"
"10/06/2020","9,892.5","9,600.0","10,025.5","9,546.8","19.36M","2.76%"
"09/06/2020","9,626.6","9,653.2","9,679.8","9,600.0","11.19M","0.00%"
"08/06/2020","9,626.6","9,653.2","9,733.0","9,600.0","15.26M","1.12%"
"05/06/2020","9,520.2","9,546.8","9,573.4","9,467.0","12.91M","-0.56%"
"04/06/2020","9,573.4","9,653.2","9,733.0","9,573.4","16.23M","-0.28%"
"03/06/2020","9,600.0","9,573.4","9,626.6","9,520.2","8.27M","0.84%"
"02/06/2020","9,520.2","9,573.4","9,733.0","9,520.2","26.36M","0.28%"
"01/06/2020","9,493.6","9,174.5","9,600.0","9,174.5","32.24M","3.78%"
"29/05/2020","9,147.9","9,201.1","9,201.1","9,121.3","8.22M","-0.58%"
"28/05/2020","9,201.1","9,227.7","9,307.5","9,174.5","6.47M","0.00%"
"27/05/2020","9,201.1","9,467.0","9,467.0","9,201.1","20.33M","-1.71%"
"26/05/2020","9,360.7","9,254.3","9,360.7","9,227.7","17.22M","1.73%"
"25/05/2020","9,201.1","9,174.5","9,280.9","9,147.9","7.98M","0.29%"
"22/05/2020","9,174.5","9,307.5","9,387.3","9,147.9","14.49M","-1.99%"
"21/05/2020","9,360.7","9,227.7","9,387.3","9,174.5","16.42M","1.73%"
"20/05/2020","9,201.1","9,174.5","9,254.3","9,121.3","7.64M","-0.57%"
"19/05/2020","9,254.3","9,254.3","9,307.5","9,174.5","17.24M","2.05%"
"18/05/2020","9,068.1","9,015.0","9,094.7","8,935.2","8.82M","0.59%"
"15/05/2020","9,015.0","9,254.3","9,280.9","9,015.0","15.14M","-2.02%"
"14/05/2020","9,201.1","9,201.1","9,334.1","9,094.7","13.86M","-1.14%"
"13/05/2020","9,307.5","9,254.3","9,387.3","9,041.6","19.81M","1.74%"
"12/05/2020","9,147.9","8,935.2","9,147.9","8,828.8","22.46M","2.38%"
"11/05/2020","8,935.2","8,988.4","9,041.6","8,775.6","26.08M","1.21%"